Affected_data_volume;Criminal_investigation_exception;Date;company_industry;country;country_security_exception;data_category_Basic_personal_data;data_category_Children_data;data_category_Criminal_data;data_category_Financial_location_data;data_category_Special_category_data;data_processing_basis_Consent;data_processing_basis_Legal_obligation;data_processing_basis_Legitimate_interest;data_processing_basis_Performance_of_public_task;data_processing_basis_Protection_of_vital_interests;data_processing_basis_contract_performance;fine_amount;free_speech_exception;gdpr_clause;gdpr_conflict;violation_nature_Breach_of_Data_processing_principle;violation_nature_Breach_of_data_security;violation_nature_Violation_of_Data_processing_obligation;violation_nature_Violation_of_data_subject_rights;violation_result
unspecific;0;2022;Human resources;Spain;0;0;0;0;0;1;1;0;0;0;0;0;15000;0;Article 9;yes;1;0;0;1;1
unspecific;0;2021;Medical;Austria;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 6(1)(f), Article 14;No conflict;0;0;0;1;1
unspecific;0;2022;Public sector;Austria;0;0;0;0;1;0;0;0;1;0;0;0;0;0;Article 6(1)(f), Article 17, Article 18, Article 21, Article 22;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Austria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 5;No conflict;1;0;0;1;1
unspecific;0;2020;Security Service;Spain;0;0;0;0;0;0;0;0;0;0;0;0;16729600;0;Article 5.1 c);No conflict;1;0;0;0;1
unspecific;0;2022;Public sector;Spain;0;0;0;0;0;0;0;0;0;1;0;0;5000;0;Article 5(1) GDPR, Article 5(1)(f) GDPR, Article 32 GDPR, Art 65 LOPDGDP;No conflict;1;1;0;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Article 5.1.d;No conflict;1;0;0;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Article 5.1 d), Article 17;yes;1;0;0;1;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 14;No conflict;0;0;0;1;1
unspecific;0;2024;Insurance;Germany;0;1;0;0;1;1;0;0;0;0;0;1;0;0;Article 15(1) and (3) GDPR;No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 21(2);No conflict;0;0;0;1;1
unspecific;0;2023;Leisure;Finland;0;1;0;0;0;0;0;0;1;0;0;1;0;0;Article 5(1)(c), Article 12(2), Article 12(6), Article 5(1)(e), Article 25(2), Article 58(2)(d), Article 58(2)(c);No conflict;1;0;1;1;1
unspecific;0;2021;Individual;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 5.1.c), Article 13;yes;1;0;0;1;1
unspecific;0;2023;Retail;Spain;0;0;0;0;0;0;0;0;1;0;0;0;3525870795;0;Article 6;yes;1;0;0;1;1
unspecific;0;2022;Retail;Spain;0;1;0;0;0;1;0;0;1;0;0;0;0;0;Art 5, Art 6;No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;Article 6, Article 13;yes;1;0;1;1;1
unspecific;0;2019;Retail;Spain;0;1;0;0;1;0;1;0;0;0;0;0;0;0;Article 6.1(a);No conflict;1;0;0;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;1100;0;Article 6.1.b);No conflict;1;0;0;0;1
unspecific;0;2020;Education;Spain;0;1;0;0;0;0;1;0;0;0;0;1;0;0;Article 13, Article 7;yes;1;0;1;1;1
unspecific;0;2020;Retail;Spain;0;1;1;0;1;0;0;0;0;0;0;1;0;0;Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2019;Retail;Spain;0;1;1;0;1;0;1;0;0;0;0;0;0;0;Article 6.1(a), Article 5.1(a);yes;1;0;1;1;1
unspecific;0;2023;Social Media;Ireland;0;1;0;0;1;0;1;0;1;0;0;1;0;0;Art 6, Art 58;No conflict;1;0;0;0;1
1;0;2021;Finance;Spain;0;1;0;0;1;0;1;0;1;0;0;1;0;0;Art 4, Art 6, Art 22;No conflict;1;0;0;0;1
unspecific;0;2021;Human resources;Spain;0;1;0;0;0;0;1;0;0;0;0;0;650000;0;Article 6;No conflict;0;0;0;1;1
unspecific;0;2023;Social Media;Austria;0;1;0;0;0;0;0;0;1;0;0;1;0;0;Article 44 GDPR;yes;1;0;0;1;1
unspecific;0;2022;Medical;Austria;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 15 GDPR;No conflict;0;0;0;1;1
unspecific;0;2022;Retail;Austria;0;1;0;0;1;0;0;0;1;0;0;0;0;0;Article 17, Article 6;yes;1;0;0;1;1
unspecific;0;2022;Medical;Austria;0;0;1;0;0;0;0;0;0;0;0;0;0;0;Art. 57 Para. 4 GDPR;No conflict;0;0;0;1;1
unspecific;0;2019;Public sector;Spain;0;1;1;0;0;1;0;1;0;1;0;0;0;0;Article 5(1)(a), Article 9(1), Article 13;No conflict;1;0;0;1;1
unspecific;0;2020;Human resources;Spain;0;0;0;0;0;1;0;0;0;0;0;0;0;0;Article 32(2) and (4);No conflict;0;1;0;0;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Article 13, Article 7;No conflict;1;0;0;0;1
unspecific;0;2021;Education;Spain;0;0;1;0;0;0;0;0;0;1;0;0;0;0;Article 15;No conflict;0;0;0;1;0
unspecific;0;2020;Retail;Spain;0;1;0;0;0;1;1;0;0;0;0;0;0;0;Article 5.1 b);No conflict;1;0;0;1;1
unspecific;0;2021;Medical;Spain;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Article 32, Article 5.1.f);No conflict;1;1;1;0;1
1000000;0;2020;Security Service;Spain;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 37.1 b);No conflict;0;0;1;0;1
unspecific;0;2021;Medical;Spain;0;0;0;0;0;1;0;0;0;1;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2023;Marketing;Austria;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 12, Article 15, Article 22;No conflict;0;0;0;1;1
unspecific;0;2021;Medical;Austria;0;0;0;0;0;0;0;0;0;0;0;0;100000;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2024;Public sector;Austria;0;1;0;0;1;0;0;0;0;0;0;0;15994;0;Article 15;No conflict;0;0;0;1;0
unspecific;0;2023;Retail;Austria;0;1;0;0;1;0;0;0;0;0;0;0;10000;0;Article 15(1)(h);No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;Austria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 58;No conflict;0;1;0;0;1
unspecific;0;2021;Social Media;Austria;0;1;0;0;0;0;0;0;1;0;0;0;0;1;Article 6(1)(f) GDPR;No conflict;0;0;0;1;0
unspecific;0;2023;Retail;Austria;0;0;0;0;0;0;1;0;1;0;0;1;0;0;Article 7(4);No conflict;0;0;0;1;0
unspecific;0;2024;Individual;Austria;0;0;1;0;0;0;0;0;1;0;0;0;830000;0;Article 6(1)(f);No conflict;1;0;0;1;1
unspecific;0;2023;Retail;Austria;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 77;No conflict;1;0;0;0;1
unspecific;0;2023;Retail;Austria;0;1;0;0;1;0;0;0;0;0;0;0;3000;0;Article 15;No conflict;0;0;0;1;0
8;0;2023;Retail;Austria;0;0;0;0;1;0;0;0;0;0;0;0;1225060100;0;Article 17;No conflict;0;0;0;1;1
unspecific;0;2021;Medical;Austria;0;0;1;0;0;0;0;0;0;0;0;0;23200000;0;Article 13, Article 15, Article 57;No conflict;0;0;0;1;1
unspecific;0;2022;Medical;Belgium;0;0;0;0;0;1;0;0;0;0;0;1;0;0;Article 28.1;yes;1;0;1;1;1
unspecific;0;2021;Medical;Netherlands;0;1;0;0;0;1;1;0;1;0;0;0;7000;0;Art 4, Art 5, Art 6;No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;0;11000000;0;Article 15;No conflict;0;0;0;1;1
30000;0;2019;Public sector;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 32;No conflict;0;1;0;0;1
unspecific;0;2021;Marketing;Spain;0;0;0;0;0;0;0;0;1;0;0;0;2000;0;Article 21.1 of the LSSI;No conflict;0;0;0;1;1
1;0;2020;Social Media;Spain;0;1;0;0;0;0;1;0;1;0;0;1;0;0;Art 6, Art 17, Art 53, Art 83;No conflict;1;0;1;0;1
unspecific;0;2023;Human resources;Hungary;0;1;0;0;0;1;0;0;1;0;0;0;134000;0;Art 5, Art 6, Art 13, Art 24, Art 25, Art 32;No conflict;1;0;0;0;1
unspecific;0;2020;Public sector;Austria;0;0;0;0;0;1;0;1;0;1;0;0;5200;0;Article 9(2)(g);No conflict;0;0;0;0;0
unspecific;0;2022;Individual;Austria;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 6 Paragraph 1 lit. f GDPR;No conflict;1;0;0;0;0
unspecific;0;2022;Public sector;Austria;0;0;0;1;0;0;0;1;0;1;0;0;0;0;Article 16 GDPR;No conflict;0;0;0;1;1
unspecific;0;2021;Marketing;Austria;0;0;0;0;0;0;1;0;1;0;0;0;2000;0;Article 6(1)(a), Article 6(1)(f), Article 7, Article 13(1)(c), Article 58(2)(d), Article 58(2)(f);yes;1;0;1;1;1
unspecific;0;2022;Security Service;Austria;0;0;0;0;1;0;0;1;1;0;0;0;3001;0;Article 6(1)(f);No conflict;0;0;0;0;0
unspecific;0;2022;Public sector;Austria;0;1;0;0;0;0;0;0;0;1;0;0;5000;0;Article 89;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Austria;0;0;0;0;0;0;0;0;0;1;0;0;220;0;Not specified;No conflict;0;0;0;0;0
unspecific;0;2021;Public sector;Austria;0;1;0;0;1;0;0;1;1;1;0;0;995;0;Article 9(2)(f);No conflict;0;0;0;1;1
unspecific;0;2023;Marketing;Austria;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 15, Article 22, Article 4;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 37;No conflict;0;0;1;0;1
unspecific;0;2020;Marketing;Austria;0;0;0;0;0;1;0;0;0;0;0;0;750000;0;Article 5(1)(a), Article 9, Article 83(5)(a), Article 35, Article 83(4)(a), Article 30, Article 83(4)(a), Article 36, Article 83(4)(a), Article 14, Article 83(5)(b);yes;1;0;1;1;1
unspecific;0;2024;Retail;Austria;0;1;0;0;0;0;0;0;1;0;0;0;50000;0;Article 17;No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;0;0;1;0;0;0;5000;0;Article 21;No conflict;0;0;0;1;1
73;0;2022;Human resources;Austria;0;0;0;0;0;0;1;0;1;0;0;0;7000;0;Article 6 paragraph 1 lit. a and alternatively lit. f GDPR;No conflict;0;0;0;1;1
unspecific;0;2020;Marketing;Austria;0;1;0;0;0;1;0;0;0;0;0;0;3000;0;Article 9(1);yes;1;0;1;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;1;0;0;0;1;0;0;1;5000;0;Article 6.1.f;No conflict;1;0;0;1;1
unspecific;0;2021;Medical;Spain;0;0;0;0;0;0;0;0;0;0;0;0;5000;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;0;0;1;0;0;0;1;0;1;0;0;200000;0;Article 5.1.c);No conflict;1;0;0;0;1
unspecific;0;2022;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;1;0;0;Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;1;0;0;0;0;0;7200;0;Article 6.1;No conflict;1;0;0;0;1
unspecific;0;2019;Public sector;Spain;0;1;0;0;0;0;0;0;0;0;0;0;5000;0;Article 17;No conflict;0;0;0;1;0
unspecific;0;2021;Marketing;Spain;0;0;0;0;0;0;0;0;1;0;0;0;19000000;0;Article 21 of the LSSI;No conflict;0;0;0;1;1
unspecific;0;2021;Human resources;Spain;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2019;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 13;No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;9930;0;Article 12, Article 15, Article 6;yes;1;0;0;1;1
unspecific;0;2021;Retail;Spain;0;0;0;1;0;0;1;0;1;0;0;1;100000;0;Article 6.1, Article 10 GDPR, Article 10 LOPDGDD;No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 13;No conflict;1;0;0;1;1
unspecific;0;2020;Retail;Norway;0;1;0;0;0;0;0;0;1;0;0;0;28000;0;Art 6, Art 13, Art 24;No conflict;1;0;0;0;1
unspecific;0;2019;Individual;Spain;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;Article 5.1.c);No conflict;1;0;0;0;1
unspecific;0;2021;Marketing;Spain;0;0;0;0;0;0;0;0;1;0;0;0;670;0;Article 23;No conflict;1;0;1;1;1
unspecific;0;2021;Security Service;Austria;0;1;0;0;1;0;0;0;1;0;0;0;290000000;0;Article 6(1)(f);No conflict;1;0;0;1;1
unspecific;0;2020;Medical;Austria;0;1;0;0;0;0;0;0;1;0;0;0;99405;0;Article 17, Article 21;No conflict;0;0;0;1;1
unspecific;0;2023;Leisure;Austria;0;0;0;0;0;0;0;0;1;0;0;0;2000;1;Article 5(1)(a), Article 5(1)(c), Article 6(1)(f);No conflict;1;0;0;0;0
1;0;2024;Finance;Germany;0;1;0;0;1;0;0;0;1;0;0;1;2010;0;Art 13;No conflict;0;0;1;0;1
unspecific;0;2020;Public sector;Spain;0;1;0;0;0;0;0;0;1;0;0;0;0;0;Article 5.1.f);yes;1;0;0;0;1
unspecific;0;2019;Education;Austria;0;0;0;0;0;0;0;0;0;1;0;0;4998;0;Article 4(1);No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Austria;0;1;1;0;0;0;0;0;0;0;0;1;3000;0;Article 6(1)(b);No conflict;1;0;0;0;1
unspecific;0;2021;Public sector;Austria;0;1;0;0;0;0;0;0;0;1;0;0;1000;0;Article 15 GDPR;No conflict;0;0;0;1;1
1;0;2024;Individual;Austria;0;1;0;0;1;1;0;1;1;0;0;0;174000;0;Art 6, Art 5, Art 9;yes;1;0;0;0;0
unspecific;0;2021;Retail;Austria;0;0;0;0;0;0;0;0;1;0;0;0;13945;0;Article 6(1)(f);No conflict;1;0;0;1;1
unspecific;0;2020;Security Service;Austria;0;1;0;0;1;0;0;0;1;0;0;0;2001;0;Article 17(1)(a);No conflict;1;0;0;1;1
unspecific;0;2021;Security Service;Austria;0;0;0;0;1;0;0;0;1;0;0;0;19893;0;Article 17;No conflict;1;0;0;1;1
unspecific;0;2021;Retail;Austria;0;0;0;0;0;0;0;0;1;0;0;0;10400000;0;Article 5 Para. 1 lit. c and Art. 6 Para. 1 lit. f DSGVO;No conflict;1;0;0;0;0
unspecific;0;2023;Retail;Austria;0;0;0;0;1;0;0;1;1;0;0;0;2000;0;Article 6(1)(f), Article 6(1)(c);No conflict;1;0;0;1;1
1;0;2021;Public sector;Austria;0;1;0;0;0;1;1;0;1;0;0;0;5000;0;Art 12;No conflict;1;0;0;1;1
2;0;2019;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;28992;0;Article 5.1.f;No conflict;1;1;0;0;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;1;0;0;Article 6.1.b;No conflict;0;0;0;0;0
unspecific;0;2021;Social Media;Spain;0;1;0;1;0;0;0;0;1;0;0;0;18000000;1;Article 17;No conflict;0;0;0;1;0
unspecific;0;2020;Social Media;Spain;0;0;0;0;0;0;0;0;0;0;0;0;2913;0;Article 5.1.a);No conflict;1;0;0;0;1
unspecific;0;2020;Social Media;Spain;0;1;0;0;0;0;1;0;0;0;0;0;18400000;0;Article 6, Article 13;No conflict;1;0;1;1;1
unspecific;0;2022;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;1;90138884;0;Article 5.1.f), Article 32;No conflict;1;1;0;0;1
1;0;2023;Medical;Austria;0;1;0;0;0;1;0;0;1;0;0;0;5200;0;Art 9, Art 83;No conflict;1;0;0;0;1
unspecific;0;2022;Public sector;Austria;0;0;0;0;0;0;0;0;0;0;0;0;100;1;Article 85 GDPR;yes;1;0;0;1;1
unspecific;0;2024;Public sector;Austria;0;0;0;0;0;0;0;0;1;1;0;0;3000;0;Article 6;No conflict;0;0;0;0;1
unspecific;0;2023;Public sector;Austria;0;0;0;0;0;0;0;0;0;1;0;0;0;0;Article 4, Article 51, Article 56, Article 60, Article 65, Article 77;No conflict;0;0;0;0;0
unspecific;0;2023;Individual;Austria;0;0;0;0;0;1;0;0;1;0;0;0;7600;0;Article 9(2)(a), Article 9(2)(f), Article 17;No conflict;0;0;0;1;1
unspecific;0;2024;Security Service;Austria;0;0;0;0;1;0;0;0;1;0;0;0;9932;0;Article 6(1)(f);No conflict;1;0;0;1;1
unspecific;0;2022;Retail;Spain;0;0;0;0;1;0;0;0;0;0;0;1;2000;0;Article 4;No conflict;0;0;0;1;1
unspecific;0;2024;Public sector;Austria;0;1;0;0;0;0;0;1;1;0;0;0;11000;0;Article 5(1)(c), Article 6(1)(f);No conflict;1;0;0;1;1
unspecific;0;2023;Public sector;Denmark;0;1;0;0;0;0;0;1;1;1;0;0;17000000;0;Art 32;No conflict;0;1;1;0;1
unspecific;0;2024;Public sector;Austria;0;1;0;0;0;0;0;0;1;0;0;0;3000;0;Article 4, Article 6;No conflict;1;0;1;1;1
unspecific;1;2024;Public sector;Austria;0;1;0;1;0;0;0;1;0;1;0;0;2000;0;Article 5(1)(c), Article 6(1)(c), Article 9(2)(f);No conflict;1;0;0;1;1
unspecific;0;2024;Security Service;Austria;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 6(1)(f);No conflict;0;0;0;1;1
unspecific;0;2023;Public sector;Austria;0;0;0;0;0;0;0;1;0;1;0;0;1000;0;Article 5, Article 6, Article 9;No conflict;1;0;0;1;0
4;0;2019;Social Media;Spain;0;0;0;0;0;0;1;0;0;0;0;0;2000;0;Article 22.2 of the LSSI;No conflict;1;0;0;1;1
1;0;2022;Finance;Spain;0;1;0;0;0;0;0;1;1;0;0;0;2000;0;Art 25, Art 32;No conflict;0;0;1;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;670;0;Article 5.1.d);No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;2000;0;Article 6.1;No conflict;1;0;0;0;1
unspecific;0;2018;Leisure;Spain;0;0;0;0;0;0;0;0;0;0;0;0;145000000;0;Article 5.1 c);No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;1200;0;Article 6.1;No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;162400;0;Article 6;No conflict;0;0;0;1;1
unspecific;0;2020;Security Service;Poland;0;0;0;0;0;0;0;0;0;0;0;1;2000;0;Article 5(1)(a), Article 5(1)(f), Article 5(2), Article 28(1), (3), (10), Article 29;No conflict;1;1;1;0;1
unspecific;0;2023;Marketing;Spain;0;0;0;1;0;0;0;0;0;0;0;0;1000;0;Article 5.1.c);yes;1;0;0;1;1
unspecific;0;2021;Public sector;Spain;0;0;0;0;0;0;0;1;0;1;0;0;0;0;Article 37;No conflict;0;0;1;0;1
unspecific;0;2019;Public sector;Spain;0;0;0;0;0;0;0;0;0;0;0;0;2000;0;Article 13;No conflict;1;0;1;1;1
1;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;8700;0;Art 21, Art 33;No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;0;200916;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;1;0;1;0;1;0;0;11368;0;Article 15;No conflict;1;0;1;1;1
unspecific;0;2021;Insurance;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 6, Article 17, Article 28;yes;1;0;1;1;1
unspecific;0;2020;Public sector;Spain;0;1;0;0;0;0;0;0;0;0;0;0;100002;0;Article 5.1 f), Article 32;No conflict;1;1;0;0;1
unspecific;0;2021;Public sector;Spain;0;0;0;0;0;1;0;1;0;0;0;0;9934;0;Article 5.1.c);yes;1;0;0;0;1
unspecific;0;2022;Public sector;Romania;0;1;0;0;0;0;0;0;0;0;0;0;0;1;Article 7 of Law no. 190/2018;No conflict;0;0;0;0;0
unspecific;0;2019;Medical;Spain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;Article 15;No conflict;0;0;0;1;1
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;0;0;1;0;1;0;0;15107;0;Article 37;No conflict;0;0;1;0;1
unspecific;0;2021;Public sector;Spain;0;0;0;0;0;0;0;1;0;1;0;0;2497;0;Article 37;No conflict;0;0;1;0;1
unspecific;0;2019;Social Media;Spain;0;1;0;0;0;0;0;0;1;0;0;1;7894;0;Art 13;No conflict;1;0;0;1;1
unspecific;1;2019;Security Service;Spain;0;0;0;1;0;0;0;0;0;0;0;0;4951;0;Article 5.1.c);No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;4000;0;Article 7;No conflict;0;0;0;0;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;39789;0;Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2021;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;1;310000000;0;Article 5.1.f);No conflict;1;1;0;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;0;0;Article 6.1;No conflict;1;0;0;0;1
unspecific;0;2019;Public sector;Spain;0;1;0;0;0;0;0;0;1;0;0;0;3000;0;Article 21;No conflict;0;0;0;1;1
51;0;2020;Public sector;Slovenia;0;1;0;0;0;0;0;1;0;0;0;0;0;0;Article 6(1)(c);No conflict;0;0;1;0;1
unspecific;0;2021;Public sector;Spain;0;1;0;0;0;0;0;1;0;1;0;0;7500;0;Article 5.1.f);No conflict;1;0;0;0;1
unspecific;0;2019;Retail;Spain;0;0;0;0;0;0;0;1;0;0;0;0;49638;0;Article 58(2);No conflict;0;0;1;1;1
1;0;2024;Retail;Austria;0;1;0;0;1;0;0;0;0;0;0;0;0;0;Art 57, Art 58;No conflict;1;0;0;0;1
unspecific;0;2024;Medical;Croatia;0;0;0;0;0;1;0;0;0;0;0;0;2000;0;Article 34;No conflict;0;1;0;1;1
unspecific;0;2021;Retail;Spain;0;0;0;0;0;0;0;0;0;0;0;0;10000;0;Article 13;No conflict;1;0;0;0;1
unspecific;0;2021;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;0;13400000;0;Article 32;No conflict;1;1;0;0;1
unspecific;0;2020;Marketing;Spain;0;0;0;0;0;0;0;0;1;0;0;0;16820;0;Article 21 of the LSSI;No conflict;0;0;0;1;1
unspecific;0;2020;Retail;Spain;0;0;0;0;0;0;0;0;1;0;0;0;0;0;Article 21 of the RGPD;No conflict;0;0;0;1;1
37;0;2021;Leisure;Spain;0;1;0;0;0;0;1;0;0;0;0;0;14732000;0;Article 13, Article 6.1;No conflict;1;0;1;1;1
unspecific;0;2020;Leisure;Spain;0;0;0;0;0;0;0;0;0;0;0;0;150800;0;Article 5.1.c;No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;1;1;0;0;0;0;0;1;0;0;0;5810;0;Art 13, Art 37;No conflict;1;0;1;0;1
124000;0;2023;Education;Hungary;0;1;1;0;0;0;1;0;1;0;0;0;2000;0;Article 5(2), Article 6(1), Article 12(1), Article 13(1), Article 14(1), Article 17(1)(b);yes;1;0;1;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;1;10462;0;Art 28, Art 29;No conflict;1;0;1;0;1
unspecific;0;2019;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;57420;0;Article 6.1;No conflict;0;0;0;1;1
unspecific;0;2021;Public sector;Spain;0;0;0;0;0;0;0;0;0;1;0;0;6979;0;Article 5.1.c), Article 13;yes;1;0;0;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;1;0;0;0;0;1;5000;0;Article 6(1)(a);yes;1;0;0;1;1
unspecific;0;2019;Public sector;Spain;0;1;0;0;0;0;0;0;0;1;0;0;0;0;Article 5(1)(f);No conflict;1;0;0;0;1
unspecific;0;2021;Public sector;Spain;0;1;0;1;0;0;0;1;0;1;0;0;2000;0;Article 5.1.f, Article 32.1;No conflict;1;1;0;0;1
unspecific;0;2019;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;803585;0;Article 22.2 of the LSSI;No conflict;1;0;0;1;1
unspecific;0;2021;Retail;Spain;0;1;0;0;0;0;1;0;0;0;0;0;1000;0;Article 7;No conflict;1;0;0;0;1
unspecific;0;2023;Retail;Spain;0;1;1;0;1;0;0;0;0;0;0;0;49990;0;Article 32.1;No conflict;0;1;0;0;1
unspecific;0;2020;Public sector;Spain;0;1;1;0;0;0;0;0;0;0;0;0;0;0;Article 32;No conflict;0;1;0;1;1
unspecific;0;2021;Leisure;Spain;0;0;0;0;0;0;0;0;0;0;0;0;23252;0;Article 5.1 c), Article 13;No conflict;1;0;1;0;1
unspecific;0;2021;Education;Spain;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Article 6.1.a);No conflict;0;0;0;1;1
unspecific;0;2021;Retail;Spain;0;1;0;0;1;0;0;0;1;0;0;0;14601;0;Article 6.1.f;No conflict;1;0;0;0;1
unspecific;0;2020;Public sector;Spain;0;0;0;0;0;0;0;1;0;0;0;0;2322;0;Article 58.1;No conflict;0;0;1;0;1
unspecific;0;2020;Education;Spain;0;0;1;0;0;0;1;0;0;0;0;0;0;0;Article 6;No conflict;1;0;0;1;1
unspecific;0;2019;Retail;Spain;0;0;0;0;0;0;1;0;0;0;0;0;10004;0;Article 22.2;No conflict;1;0;0;0;1
unspecific;0;2021;Individual;Spain;0;0;0;0;0;1;1;0;0;0;0;0;5002;0;Article 6.1.a);yes;0;0;0;1;1
1;0;2020;Security Service;Spain;0;1;0;0;1;0;0;0;1;0;0;0;9999;0;Art 5;No conflict;1;0;0;0;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;0;0;0;0;0;2000;0;Article 5.1.d) and 5.1.f);No conflict;1;1;0;0;1
unspecific;0;2019;Retail;Spain;0;1;0;0;1;0;0;0;0;0;0;1;850000;0;Article 6.1;No conflict;1;0;0;1;1
unspecific;0;2020;Leisure;Spain;0;0;0;0;0;0;0;0;1;0;0;0;23252;0;Article 6, Article 13, Article 14;No conflict;1;0;0;1;1
unspecific;0;2020;Retail;Spain;0;1;0;0;0;0;0;1;0;0;0;0;58100;0;Article 37;No conflict;0;0;1;0;1
unspecific;0;2022;Retail;Spain;0;0;0;0;1;0;0;0;0;0;0;0;0;0;Article 5.1.f), Article 32;No conflict;1;1;0;0;1
2200000;0;2019;Retail;Poland;0;1;0;0;0;0;1;0;0;0;0;0;5000;0;Article 5(1)(f), Article 24(1), Article 25(1), Article 32(1)(b), Article 32(1)(d), Article 32(2), Article 5(1)(a), Article 5(2), Article 6(1), Article 7(1);yes;1;1;1;0;1
unspecific;0;2021;Retail;Spain;0;0;0;0;1;0;0;0;1;0;0;1;0;0;Article 21 of the LSSI;yes;0;0;0;1;1
